Frame,SpikeRate,MembranePotential,Logit,Prediction
10,0.575832,0.575832,-2.042012,0
11,0.579161,0.579161,-2.145287,0
12,0.580109,0.580109,-2.212353,0
13,0.582167,0.582167,-2.306428,0
14,0.583124,0.583124,-2.375538,0
15,0.58515,0.58515,-2.465816,0
16,0.586205,0.586205,-2.526546,0
17,0.587088,0.587088,-2.598294,0
18,0.588377,0.588377,-2.658095,0
19,0.589113,0.589113,-2.729779,0
20,0.590892,0.590892,-2.788531,0
21,0.591696,0.591696,-2.849601,0
22,0.593675,0.593675,-2.919108,0
23,0.594357,0.594357,-2.971964,0
24,0.595425,0.595425,-3.034312,0
25,0.596024,0.596024,-3.079357,0
26,0.597028,0.597028,-3.131644,0
27,0.597472,0.597472,-3.169233,0
28,0.597897,0.597897,-3.208858,0
29,0.598257,0.598257,-3.241443,0
30,0.598601,0.598601,-3.274111,0
