Frame,SpikeRate,MembranePotential,Logit,Prediction
10,0.585033,0.585033,-2.852991,0
11,0.580849,0.580849,-2.694575,0
12,0.576901,0.576901,-2.525596,0
13,0.572293,0.572293,-2.329922,0
14,0.567387,0.567387,-2.121227,0
15,0.562073,0.562073,-1.895001,0
16,0.555685,0.555685,-1.641127,0
17,0.549236,0.549236,-1.373643,0
18,0.542264,0.542264,-1.089611,0
19,0.535275,0.535275,-0.809548,0
20,0.527521,0.527521,-0.485948,0
21,0.521271,0.521271,-0.276546,0
22,0.519136,0.519136,-0.038349,0
23,0.509535,0.509535,0.327918,1
24,0.499809,0.499809,0.708872,1
25,0.490643,0.490643,1.106204,1
26,0.482504,0.482504,1.417854,1
27,0.475323,0.475323,1.756195,1
28,0.466354,0.466354,2.125894,1
29,0.461606,0.461606,2.408975,1
30,0.457555,0.457555,2.661397,1
