Frame,SpikeRate,MembranePotential,Logit,Prediction
10,0.57735,0.57735,-2.551762,0
11,0.573456,0.573456,-2.388659,0
12,0.57287,0.57287,-2.256077,0
13,0.571532,0.571532,-2.111868,0
14,0.57153,0.57153,-1.938752,0
15,0.569099,0.569099,-1.753322,0
16,0.562868,0.562868,-1.516032,0
17,0.55258,0.55258,-1.213147,0
18,0.543655,0.543655,-0.925871,0
19,0.536153,0.536153,-0.640015,0
20,0.526067,0.526067,-0.329158,0
21,0.517354,0.517354,-0.073365,0
22,0.513083,0.513083,0.173728,1
23,0.506625,0.506625,0.520319,1
24,0.495741,0.495741,0.870348,1
25,0.484888,0.484888,1.264939,1
26,0.479355,0.479355,1.629604,1
27,0.468048,0.468048,2.024651,1
28,0.457962,0.457962,2.433771,1
29,0.448352,0.448352,2.786937,1
30,0.441408,0.441408,3.083984,1
