Frame,SpikeRate,MembranePotential,Logit,Prediction
10,0.579312,0.579312,-2.677298,0
11,0.578514,0.578514,-2.658359,0
12,0.578473,0.578473,-2.652568,0
13,0.578833,0.578833,-2.652919,0
14,0.578142,0.578142,-2.643854,0
15,0.578221,0.578221,-2.645559,0
16,0.578532,0.578532,-2.64813,0
17,0.579094,0.579094,-2.657943,0
18,0.578355,0.578355,-2.648142,0
19,0.578397,0.578397,-2.648835,0
20,0.579099,0.579099,-2.658214,0
21,0.578406,0.578406,-2.648955,0
22,0.578627,0.578627,-2.654765,0
23,0.579182,0.579182,-2.658876,0
24,0.57937,0.57937,-2.664345,0
25,0.578624,0.578624,-2.651565,0
26,0.578609,0.578609,-2.653077,0
27,0.57901,0.57901,-2.656551,0
28,0.579134,0.579134,-2.662688,0
29,0.578703,0.578703,-2.663383,0
30,0.579068,0.579068,-2.678664,0
