Frame,SpikeRate,MembranePotential,Logit,Prediction
10,0.576273,0.576273,-2.590523,0
11,0.573528,0.573528,-2.459715,0
12,0.565796,0.565796,-2.240842,0
13,0.561665,0.561665,-2.039542,0
14,0.554492,0.554492,-1.75582,0
15,0.548116,0.548115,-1.502402,0
16,0.543962,0.543962,-1.23112,0
17,0.536649,0.536649,-0.915948,0
18,0.530643,0.530643,-0.594017,0
19,0.520554,0.520554,-0.254662,0
20,0.51555,0.51555,0.094111,1
21,0.510983,0.510983,0.318446,1
22,0.51033,0.51033,0.503458,1
23,0.497014,0.497014,0.887644,1
24,0.493517,0.493517,1.192545,1
25,0.481273,0.481273,1.548627,1
26,0.470715,0.470715,1.853995,1
27,0.455844,0.455844,2.28129,1
28,0.453824,0.453824,2.547979,1
29,0.447609,0.447609,2.843815,1
30,0.442633,0.442633,3.080607,1
