Frame,SpikeRate,MembranePotential,Logit,Prediction
10,0.569704,0.569704,-2.170696,0
11,0.56718,0.56718,-2.051956,0
12,0.559512,0.559512,-1.729126,0
13,0.553145,0.553145,-1.394868,0
14,0.543744,0.543744,-1.017356,0
15,0.533537,0.533537,-0.587306,0
16,0.525235,0.525235,-0.178055,0
17,0.514743,0.514743,0.352011,1
18,0.499934,0.499934,0.844494,1
19,0.495341,0.495341,1.076206,1
20,0.487735,0.487735,1.344979,1
21,0.481573,0.481573,1.542922,1
22,0.475442,0.475442,1.970538,1
23,0.472115,0.472115,2.124459,1
24,0.467162,0.467162,2.281275,1
25,0.463568,0.463568,2.47784,1
26,0.455733,0.455733,2.783064,1
27,0.449719,0.449719,3.134967,1
28,0.451254,0.451254,3.144341,1
29,0.44516,0.44516,3.334007,1
30,0.444525,0.444525,3.492,1
