Frame,SpikeRate,MembranePotential,Logit,Prediction
10,0.561017,0.561017,-1.884209,0
11,0.549817,0.549817,-1.422544,0
12,0.536938,0.536938,-0.887718,0
13,0.523601,0.523601,-0.3337,0
14,0.508316,0.508316,0.291282,1
15,0.49184,0.49184,0.966369,1
16,0.472266,0.472266,1.735898,1
17,0.452211,0.452211,2.537457,1
18,0.432269,0.432269,3.318984,1
19,0.413824,0.413824,4.067751,1
20,0.402638,0.402638,4.311836,1
21,0.419052,0.419052,4.233326,1
22,0.407953,0.407953,4.659178,1
23,0.401157,0.401157,4.974398,1
24,0.400598,0.400598,5.071445,1
25,0.402031,0.402031,5.046508,1
26,0.40864,0.40864,4.833053,1
27,0.414719,0.414719,4.641805,1
28,0.430762,0.430762,4.100374,1
29,0.457289,0.457289,3.520365,1
30,0.463715,0.463715,3.314383,1
