Frame,SpikeRate,MembranePotential,Logit,Prediction
10,0.509834,0.509834,1.285595,1
11,0.512921,0.512921,1.053342,1
12,0.51969,0.51969,0.730017,1
13,0.525922,0.525922,0.410584,1
14,0.532082,0.532082,0.106254,1
15,0.538011,0.538011,-0.211263,0
16,0.543613,0.543613,-0.469716,0
17,0.548927,0.548927,-0.752744,0
18,0.552449,0.552449,-0.955752,0
19,0.556772,0.556772,-1.203619,0
20,0.561211,0.561211,-1.418845,0
21,0.565645,0.565645,-1.648674,0
22,0.570375,0.570375,-1.869338,0
23,0.571892,0.571892,-2.005902,0
24,0.575813,0.575813,-2.191163,0
25,0.579176,0.579176,-2.351891,0
26,0.58288,0.58288,-2.52295,0
27,0.585867,0.585867,-2.673597,0
28,0.588806,0.588806,-2.819115,0
29,0.59099,0.59099,-2.942186,0
30,0.593207,0.593207,-3.044161,0
