Frame,SpikeRate,MembranePotential,Logit,Prediction
10,0.594112,0.594112,-3.183243,0
11,0.592912,0.592912,-3.13152,0
12,0.592174,0.592174,-3.088785,0
13,0.591176,0.591176,-3.040976,0
14,0.590016,0.590016,-2.98747,0
15,0.589047,0.589047,-2.931141,0
16,0.587332,0.587332,-2.861138,0
17,0.586742,0.586742,-2.810769,0
18,0.584872,0.584872,-2.732148,0
19,0.583482,0.583482,-2.661441,0
20,0.580357,0.580357,-2.556709,0
21,0.57859,0.57859,-2.474673,0
22,0.576677,0.576677,-2.39321,0
23,0.574338,0.574338,-2.290048,0
24,0.573318,0.573318,-2.219754,0
25,0.57065,0.57065,-2.111393,0
26,0.569188,0.569188,-2.037618,0
27,0.565979,0.565979,-1.909683,0
28,0.564433,0.564433,-1.830167,0
29,0.560468,0.560467,-1.687276,0
30,0.555283,0.555283,-1.513495,0
