Frame,SpikeRate,MembranePotential,Logit,Prediction
10,0.492877,0.492877,2.554934,1
11,0.492226,0.492226,2.582901,1
12,0.48799,0.48799,2.678502,1
13,0.487888,0.487888,2.696811,1
14,0.482478,0.482478,2.803654,1
15,0.480692,0.480692,2.840487,1
16,0.471025,0.471025,3.013674,1
17,0.471953,0.471953,2.935725,1
18,0.46447,0.46447,2.979792,1
19,0.47119,0.47119,2.713129,1
20,0.470259,0.470259,2.547839,1
21,0.479356,0.479356,2.156667,1
22,0.481975,0.481975,1.832577,1
23,0.492369,0.492369,1.376331,1
24,0.500143,0.500143,0.93719,1
25,0.516214,0.516214,0.335135,1
26,0.527563,0.527563,-0.207457,0
27,0.539444,0.539444,-0.747246,0
28,0.550545,0.550545,-1.236293,0
29,0.559592,0.559592,-1.660452,0
30,0.567282,0.567282,-2.0199,0
