Frame,SpikeRate,MembranePotential,Logit,Prediction
10,0.581937,0.581937,-2.684159,0
11,0.581937,0.581937,-2.684159,0
12,0.581937,0.581937,-2.684202,0
13,0.581909,0.581909,-2.684725,0
14,0.581921,0.581921,-2.68529,0
15,0.58183,0.58183,-2.685412,0
16,0.581827,0.581827,-2.685492,0
17,0.58167,0.58167,-2.685427,0
18,0.581708,0.581708,-2.687379,0
19,0.581702,0.581702,-2.685653,0
20,0.581595,0.581595,-2.686172,0
21,0.581648,0.581648,-2.690306,0
22,0.581673,0.581673,-2.693504,0
23,0.581673,0.581673,-2.693504,0
24,0.581673,0.581673,-2.693504,0
25,0.581715,0.581715,-2.693763,0
26,0.581779,0.581779,-2.694115,0
27,0.58177,0.58177,-2.692627,0
28,0.581819,0.581819,-2.692634,0
29,0.581975,0.581975,-2.692444,0
30,0.581676,0.581676,-2.688711,0
