Frame,SpikeRate,MembranePotential,Logit,Prediction
10,0.486864,0.486864,2.697248,1
11,0.48685,0.48685,2.708865,1
12,0.479002,0.479002,2.874406,1
13,0.481902,0.481902,2.819555,1
14,0.471986,0.471986,3.019414,1
15,0.476071,0.476071,2.894568,1
16,0.467516,0.467516,2.994905,1
17,0.475349,0.475349,2.713352,1
18,0.471639,0.471638,2.637638,1
19,0.483911,0.483911,2.21157,1
20,0.48347,0.48347,2.017878,1
21,0.494228,0.494228,1.529563,1
22,0.49847,0.49847,1.18278,1
23,0.511314,0.511314,0.647015,1
24,0.519687,0.519687,0.184482,1
25,0.533473,0.533473,-0.378303,0
26,0.542482,0.542482,-0.807876,0
27,0.553142,0.553142,-1.287925,0
28,0.558458,0.558458,-1.598369,0
29,0.567415,0.567415,-1.998144,0
30,0.573875,0.573875,-2.290967,0
