Frame,SpikeRate,MembranePotential,Logit,Prediction
10,0.578113,0.578113,-2.69418,0
11,0.577667,0.577667,-2.668519,0
12,0.577136,0.577136,-2.65134,0
13,0.576993,0.576993,-2.63918,0
14,0.576456,0.576456,-2.625376,0
15,0.576561,0.576561,-2.624563,0
16,0.576224,0.576224,-2.619609,0
17,0.576111,0.576111,-2.620167,0
18,0.57603,0.57603,-2.618304,0
19,0.575813,0.575813,-2.614829,0
20,0.575926,0.575926,-2.616858,0
21,0.575888,0.575888,-2.618614,0
22,0.57628,0.57628,-2.619663,0
23,0.576521,0.576521,-2.62494,0
24,0.576396,0.576396,-2.624086,0
25,0.577089,0.577089,-2.63447,0
26,0.577274,0.577274,-2.638423,0
27,0.577551,0.577551,-2.647736,0
28,0.578033,0.578033,-2.666461,0
29,0.578755,0.578755,-2.693736,0
30,0.579826,0.579826,-2.737866,0
