Frame,SpikeRate,MembranePotential,Logit,Prediction
10,0.533949,0.533949,-1.537141,0
11,0.534927,0.534927,-1.482551,0
12,0.535263,0.535263,-1.295341,0
13,0.539937,0.539937,-1.300285,0
14,0.543433,0.543433,-1.154111,0
15,0.534543,0.534543,-0.931671,0
16,0.523178,0.523178,-0.598477,0
17,0.513521,0.513521,-0.34792,0
18,0.510463,0.510463,-0.000699,0
19,0.505109,0.505109,0.151793,1
20,0.498006,0.498006,0.484563,1
21,0.496223,0.496223,0.732349,1
22,0.484592,0.484592,1.104895,1
23,0.486668,0.486668,1.351649,1
24,0.475932,0.475932,1.696265,1
25,0.480469,0.480469,1.919744,1
26,0.471672,0.471672,2.186873,1
27,0.46451,0.46451,2.510884,1
28,0.450653,0.450653,2.891253,1
29,0.440268,0.440268,3.3033,1
30,0.45061,0.45061,3.467519,1
