Frame,SpikeRate,MembranePotential,Logit,Prediction
10,0.580859,0.580859,-2.682009,0
11,0.580783,0.580783,-2.681583,0
12,0.580307,0.580307,-2.67425,0
13,0.580846,0.580846,-2.680895,0
14,0.580812,0.580812,-2.681375,0
15,0.580193,0.580193,-2.673376,0
16,0.580835,0.580835,-2.683256,0
17,0.580258,0.580258,-2.674908,0
18,0.58085,0.58085,-2.681927,0
19,0.580783,0.580783,-2.681638,0
20,0.580313,0.580313,-2.674409,0
21,0.580846,0.580846,-2.680895,0
22,0.580812,0.580812,-2.681375,0
23,0.580193,0.580193,-2.673376,0
24,0.580835,0.580835,-2.683203,0
25,0.58026,0.58026,-2.674263,0
26,0.580812,0.580812,-2.680601,0
27,0.580664,0.580664,-2.680602,0
28,0.580104,0.580104,-2.670846,0
29,0.580672,0.580672,-2.679297,0
30,0.580226,0.580226,-2.675921,0
